st_tmag,st_logg,TESS Mag,ratio_eqt_teff,ratio_pl_orbper,ratio_pl_eqt,st_mass_est,log_pl_rade,log_pl_eqt,log_pl_orbper,log_TSM,log_st_teff,log_st_rad,log_Predicted Mass (M_Earth),log_pl_trandurh,log_pl_trandep,log_pl_insol,log_st_dist,log_ESM,log_ratio_pl_st_rad,log_ratio_rade_eqt
1.6721754300196336,1.8358392667909973,1.6721754300196336,-1.3049372414883578,-0.680251825432412,0.6848342810081477,-0.1926112910742387,-0.1456036975242448,-1.527402705153211,1.1466229942784958,-0.3436138695682699,-0.4976885355933652,-1.2619997922702406,-0.1852434750932071,-0.261928816466588,1.204573870066866,-1.499205954805484,0.3518573608610479,-0.9798142861095098,1.0155168834795192,0.9881811734079712
0.5405871534979599,0.0218587572278497,0.5405871534979599,0.5407317018101676,0.97437491225168,-0.2761505394668052,0.0567143295950912,0.8373663357927923,1.15433356211388,-0.7647824365028821,-0.172099313354491,1.503139277282045,0.3870248082306254,1.2128738949324107,-0.3993911642761801,0.5460998300557625,1.2849107777427025,1.0270519391603228,0.6842637830419417,0.5427826284006791,0.0024439129663623
1.705809124564107,0.5323906201555513,1.705809124564107,-0.7613444914074898,-0.4585015623302704,0.926028517354313,0.0348738155674016,0.8379645645337555,-0.4751486301914395,0.7645732005885232,-1.7487947612532622,0.1713870217701307,-0.004322258271699,1.2128738949324107,-0.2363990096693575,0.8223483036063715,-0.420469961292896,1.286486364845589,-0.3869386726548151,0.8363725028903966,1.1472443913510564
-0.5071230476623642,-0.3945126291535732,-0.5071230476623642,0.3169818362789647,-0.1362013689964523,-0.7028785235334074,-0.0920018827497443,-0.6698344577243028,0.5396130121535687,-0.8798667868521333,-0.1351911565848785,0.3540328482274769,0.2739525709039721,-0.6717952029370893,-1.229740861572406,-1.228735681016048,0.4808672562965325,0.0800479759763408,-0.3090183753712439,-0.9948898505229103,-0.9743144507630463
0.3195825616750818,0.2167101430976097,0.3195825616750818,-1.1616821763945626,-0.6776420591461859,1.4866248956042047,-0.1590087323919947,0.6287821273237926,-1.1751724905689789,1.7601635447500688,0.210640372742743,-0.2260604135554171,-0.3492182925562769,0.5039197492970775,1.5068330331892408,0.4965899462104161,-1.1446921919401265,0.0843056222070426,-0.1895631921403949,0.903851285690458,1.4524649373809129
-0.0426717666060223,0.4032939367321813,-0.0426717666060223,-1.5957024794791668,-0.784859665561913,-0.4055420014672835,-0.3417717986644238,-2.0241379895920595,-2.789455029466237,2.299688001573341,-3.3859928733836937,-2.059538740618176,-1.5397436343741386,-2.00949248927502,0.3943539853146698,-1.136837458144783,-2.506492858749975,-2.063376995413419,-2.4849695673933607,-1.0178510052962475,-0.2207286717377091
-1.074896331521615,-2.582046761420973,-1.074896331521615,1.157531961222591,1.932719585245396,0.3773613786261104,-0.3411819337884041,1.504922403375039,0.9235451721663496,-0.7311715942455282,3.269192258763973,0.0937329204085852,-0.1024035041039595,1.2128738949324107,-0.7719255114369052,-0.127990212951073,0.8828362323826854,-0.7469069096833606,2.83144379999765,1.5866399836438627,0.7498541437782241
0.5069534589534866,-0.2336645311927357,0.5069534589534866,0.0213386562724639,0.0282341331020196,0.0341509503576939,-0.1235795216640456,0.6372662806607697,0.3139068019936321,-0.2579302007770478,0.4457390652026851,0.319412103062749,0.0582446270847673,0.5113947403076538,0.4262180137173962,0.7163348144179545,0.4045599913133346,0.513473423231476,0.5694277071830348,0.5818635948530366,0.4139752769173305
-1.1472824037207443,0.4740670998349507,-1.1472824037207443,0.4146353248156196,-0.703638547987314,-0.915798754725065,-0.1589987632117562,-1.7473798171257957,0.4609057342955803,-0.0429260244156805,-0.601133974823433,0.0037435149089144,-0.4968545135396164,-1.7293053667225358,1.0452711493958085,-1.5223598258790976,0.3979070524912549,-1.0577927167062442,-1.279152479149154,-1.7605814333860204,-2.125612428592373
0.3943895530437004,0.0683116879189412,0.3943895530437004,-0.4114005544475542,-0.5508727857148009,0.2849880909795232,3.53867181255171,0.2690319949315421,-0.5229366554302635,0.6657053608248602,-0.0706129794779782,-0.8347106017769511,2.889252324621734,0.186841166188763,1.2027238238851057,-1.3730220066166798,-0.6290651059359811,1.327328552145222,-0.0034967148480549,-1.5642021278825862,0.6681331898873474
0.0374365076154906,0.3775582410584471,0.0374365076154906,-0.1226669969922928,-0.6291251514699472,-0.6742366338781162,-0.1987055872439342,-1.051920497290335,-0.1613875559203451,0.0055174550906583,-0.5779855506438214,-0.5660229442262452,-0.595270912330406,-1.0360532517816792,0.285030392247349,-0.6300997256667837,-0.2523774607707651,-0.4603521719199436,-0.9039191023790896,-0.7377520018694539,-0.8778704733196919
0.4176562944536252,-1.2309227385499315,0.4176562944536252,0.3613639400357926,-0.0178629786215938,-0.1000486135038731,-0.0092419297693376,0.9047453407390178,0.8830289380545375,-0.0272672315319831,-1.0365738097041752,1.120997847158629,1.1542678376983315,1.2128738949324107,1.2690904388381283,0.2414729686610884,0.839824949088606,1.4398142448879436,0.080187017484466,0.0956275889777488,0.2526567845685948
